id,name,force,level,mechanic,equipment,category,primary_muscles,secondary_muscles,instructions
wger_1270,Low Pulley Cable fFly,,,,,Chest,Chest,Shoulders,"Adjust the cable machine: Set the pulley to the lowest setting possible.
Choose your handles: You can use neutral grip handles (palms facing each other) or straight handles depending on your preference. Neutral grip might be easier on your wrists.
Stand with proper form: Stand with your feet shoulder-width apart, knees slightly bent, and core engaged. Maintain a slight arch in your lower back throughout the exercise.
Grip the handles: Grab the handles with your chosen grip and step back a small step or two until there's slight tension on the cables.
Initiate the movement: Keep your elbows slightly bent throughout the exercise. Imagine you're giving someone a big hug. Squeeze your chest muscles as you bring your hands together in front of your chest.
Control the movement: Focus on squeezing your chest muscles rather than using your arms to pull the handles.
Peak contraction: Briefly hold the squeeze at the top of the movement with your hands together at chest level.
Return slowly: Slowly release the tension and return the handles back down to the starting position with your arms slightly extended but not locked out."
wger_1271,Low Pulley Cable fFly,,,,,Chest,Chest,Shoulders,"Adjust the cable machine: Set the pulley to the lowest setting possible.
Choose your handles: You can use neutral grip handles (palms facing each other) or straight handles depending on your preference. Neutral grip might be easier on your wrists.
Stand with proper form: Stand with your feet shoulder-width apart, knees slightly bent, and core engaged. Maintain a slight arch in your lower back throughout the exercise.
Grip the handles: Grab the handles with your chosen grip and step back a small step or two until there's slight tension on the cables.
Initiate the movement: Keep your elbows slightly bent throughout the exercise. Imagine you're giving someone a big hug. Squeeze your chest muscles as you bring your hands together in front of your chest.
Control the movement: Focus on squeezing your chest muscles rather than using your arms to pull the handles.
Peak contraction: Briefly hold the squeeze at the top of the movement with your hands together at chest level.
Return slowly: Slowly release the tension and return the handles back down to the starting position with your arms slightly extended but not locked out."
wger_1272,Low Pulley Cable fFly,,,,,Chest,Chest,Shoulders,"Adjust the cable machine: Set the pulley to the lowest setting possible. Choose your handles: You can use neutral grip handles (palms facing each other) or straight handles depending on your preference. Neutral grip might be easier on your wrists. Stand with proper form: Stand with your feet shoulder-width apart, knees slightly bent, and core engaged. Maintain a slight arch in your lower back throughout the exercise. Grip the handles: Grab the handles with your chosen grip and step back a small step or two until there's slight tension on the cables. Initiate the movement: Keep your elbows slightly bent throughout the exercise. Imagine you're giving someone a big hug. Squeeze your chest muscles as you bring your hands together in front of your chest. Control the movement: Focus on squeezing your chest muscles rather than using your arms to pull the handles. Peak contraction: Briefly hold the squeeze at the top of the movement with your hands together at chest level. Return slowly: Slowly release the tension and return the handles back down to the starting position with your arms slightly extended but not locked out."
wger_1273,Pullover,,,,Dumbbell,Back,Chest,Lats,"Doubling as a back and chest exercise, the Dumbbell Pullover can train both your pecs and lats."
wger_1274,Sitting Calf Stretch (Dorsiflexion),,,,,Legs,Calves|Soleus,,This is a light stretch for the calf that is great for rehab.
wger_1275,Plantarflexion Stretch with Band,,,,,Legs,,,"This stretch is for the ankles, as well as Tibialis anterior."
wger_1276,Incline Dumbbell Bench Press,,,,Dumbbell,Chest,Chest,Shoulders,"The incline dumbbell press is a mixture of the dumbbell chest press and the shoulder press, and both the front deltoids and the upper portions of the chest muscles are worked in this exercise"
wger_1277,Incline Dumbbell Press,,,,Dumbbell,Chest,Chest,Shoulders|Triceps,"The incline dumbbell press is a mixture of the dumbbell chest press and the shoulder press, and both the front deltoids and the upper portions of the chest muscles are worked in this exercise."
wger_1278,Dumbbell Chest Press,,,,,Chest,Chest,Shoulders|Triceps,"The dumbbell chest press is a pressing exercise similar to the barbell bench press, except that it is performed with dumbbells."
wger_1280,Biceps Close Grip Pull Down,,,,,Arms,Biceps,Shoulders|Lats,"On a lat pull down machine, hold the bar keeping your hands relatively close. Use an underhand grip (I.E.: the back of your hand must be facing the machine). Then pull down the bar in a straight line towards the ground. Make sure your biceps are the main drivers of the motion. You will probably feel your shoulders and lats working, but make sure your biceps are working more."
wger_1282,Isometria trazioni impugnatura inversa,,,,Pull-up bar,Back,Lats,Biceps|Trapezius,Trazioni in isometria con impugnatura inversa
wger_1283,Incline Chest-Supported Dumbbell Row,,,,"Bench, Dumbbell",Back,Biceps|Lats|Trapezius,,"Set up an adjustable bench at a 45-degree angle. Lay on your stomach with your head hanging just above the edge of the bench. Grab a dumbbell in each hand and set up with a good posture – core and lats engaged and shoulders neutral. Row the dumbbells toward the top of the stomach and squeeze the back at the top of the rep. Finally, lower the dumbbells back to the starting position and repeat until all reps are completed."
wger_1284,Pseudo Planche Push-up,,,,none (bodyweight exercise),Shoulders,Shoulders,Chest,"You should have the shoulder line in front of your wrists an perform a push-up, maintaining the shoulder in the same position"
wger_1285,Talons fesses,,,,none (bodyweight exercise),Cardio,Calves,Hamstrings,"Touch your heels to your buttocks, while remaining static or moving"
wger_1286,Dynamic Planche,,,,none (bodyweight exercise),Abs,Abs,Obliquus externus abdominis,"Start in a plank position, with your hands directly under your shoulders and your feet hip-width apart. Engage your core to keep your body in a straight line from head to toe. From this position, bend your knees slightly and jump with both feet inward, bringing them as close to your core as possible As soon as your feet touch the ground, push off forcefully to jump again and return to the starting plank position. Continue repeating this jumping motion, maintaining control and core stability throughout the exercise. Make sure to keep your breathing steady while jumping, breathing deeply and controlling your breathing. Keep your gaze fixed on the ground to maintain proper spinal alignment. Repeat the jumps for the desired length of time or the number of repetitions recommended for your workout program. To finish the exercise, rest by releasing the plank position, then stretch if necessary to loosen your muscles."
wger_1287,Reach ups,,,,none (bodyweight exercise),Abs,Obliquus externus abdominis,Abs,"Pour effectuer cet exercice, allongez-vous sur le dos, bras étendus au-dessus de la tête. Ensuite, contractez vos abdominaux et soulevez votre torse du sol en tendant les bras vers le plafond pour ""atteindre"" le plus haut possible. Revenez lentement à la position de départ en contrôlant le mouvement. Les reach ups renforcent les muscles abdominaux et améliorent la flexibilité de la colonne vertébrale. Ils peuvent être intégrés à une variété de routines d'entraînement pour travailler la force et la stabilité du tronc."
wger_1288,Planche de cote dynamique,,,,none (bodyweight exercise),Abs,Obliquus externus abdominis,Abs,"La planche latérale dynamique implique de se placer sur le côté, en appui sur un coude et le côté du pied, puis de basculer les hanches de haut en bas tout en maintenant une ligne droite du corps."
wger_1289,Seated Dumbbell Curls,,,,Dumbbell,Arms,Biceps,Brachialis,"Seated Dumbbell Curls are an effective bicep workout that isolates the muscles by stabilizing the upper body, reducing momentum that can detract from the exercise’s effectiveness. This exercise is performed sitting down with a dumbbell in each hand, focusing on controlled movement to maximize engagement of the bicep muscles."
wger_1290,Reverse Grip Barbell Curls,,,,Barbell,Arms,Biceps,Brachialis,"Hold the barbell with an overhand grip (palms facing down) approximately shoulder-width apart. Ensure your back is straight, shoulders slightly pulled back, and arms fully extended.
Curl the barbell upwards towards your chest in a controlled motion, keeping your elbows close to your body. The motion should be smooth without any swinging or momentum use.
Once the barbell is at chest level, pause briefly to maximize contraction in the biceps and forearms.
Slowly lower the barbell back to the starting position with a controlled movement, fully extending your arms."
wger_1292,Trazioni impugnatura inversa,,,,Pull-up bar,Abs,Biceps|Lats,Abs,Trazioni alla sbarra con i i pollici rivolti verso l'esterno
wger_1293,One armed push-ups,,,,none (bodyweight exercise),Abs,Chest|Triceps,Shoulders|Abs,"Perform push-ups with one hand, alternating the sides"
wger_1294,Arco femorale una gamba,,,,none (bodyweight exercise),Back,Glutes|Lats,,Nello specifico i muscoli coinvolti sono: bicipite femorale. muscolo semimembranoso. muscolo semitendinoso.
wger_1295,Barbell Bench Press - NB,,,,Barbell,Chest,Chest,Shoulders|Triceps,"The bench press is a compound exercise that builds strength and muscle in the chest and triceps. When many people think of listing, the bench press is often the first exercise that comes to mind"
wger_1296,Low-Cable Cross-Over - NB,,,,,Chest,Chest,Shoulders,"The low-cable cross-over is an isolation movement that uses a cable stack to target the upper portion of the pectoral muscles. It is common in upper-body and chest-focused muscle-building workouts, often in combination with presses or flyes from other angles to target all portions of the chest."
wger_1297,EZ-Bar Skullcrusher - NB,,,,SZ-Bar,Arms,Triceps,,"The EZ-bar skullcrusher is a popular exercise targeting the triceps muscles. The EZ-bar is used more often than a straight bar. As for the name, that’s worst-case scenario. The bar should actually come down behind the head. It is usually performed for moderate to high reps as part of an upper body or arms-focused workout. No need to chase a 1RM on this move!"
wger_1298,High-Cable Cross Tricep Extention - NB,,,,,Arms,Triceps,,"The high-cable cross tricep extension is an isolation exercise for targeting the triceps, particularly the long head. It utilizes cables and handles grasped with opposite hands, allowing for a unique pressing motion that can be effective for building tricep strength. Unlike exercises that use a straight bar or rope, this variation can be more comfortable on your wrists and elbows"
wger_1657,Preacher Curl - Internally Rotated,,,,Dumbbell,Arms,Biceps,,"Single arm curl that can be done using a dumbbell and a preacher bench, or a preacher curl machine. Turn body towards the weight&nbsp;"
wger_1659,Lat Pulldown - Cross Body Single Arm,,,,,Back,Lats,,Sit at lat pulldown machine with body at a diagonal angle so that only one leg is under the pad. Pull the cable down with the opposite arm. this will force the cable to across your body while pulling down. Emphasises the stretch of the lat.&nbsp;
wger_1660,Cable Chest Press - Incline,,,,,Chest,Chest,Triceps,"Single arm chest press done with the cable machine. Use the other arm to brace bodyweight to focus on strength of the press, rather than balancing of the body. Start with the hand as close to the chest as possible, and then press against the cable at a slight incline and aiming towards the center of your chest.&nbsp;&nbsp;"
wger_1302,JM Press,,,,Barbell,Arms,Triceps,Biceps|Chest,"The JM press keeps your shoulders stationary, relying on the elbow flexion and extension to move the weight using your triceps strength. That means you get all the benefits of the best triceps-strengthening exercises without overtaxing that delicate shoulder joint. Classic win-win!"
wger_1303,Helms Row,,,,Dumbbell,Back,Lats,Trapezius,"Setup: Place your chest on the end of a bench, using a towel or anything soft to keep your chest protected. You want your chest to be in contact with the bench around the nipple line. Your back should be almost parallel to the floor Execution: When you’re starting the exercise, focus on pulling your elbows back until you feel maximum tightness in the lats. If you want to get some trap activation with the exercise, relax your shoulder blades when the weights are hanging down and then retract them as you start the rep."
wger_1304,Meadows Row,,,,Barbell,Back,Lats|Trapezius,Biceps|Abs,"The Meadows row is a unilateral row performed with a landmine setup, overhand grip, and staggered stance. Lean your torso forward and grip the barbell. Rest the other forearm on the forward leg. Start this movement by driving the elbow behind you while retracting the shoulder-blade. Keep the working shoulder down. Pull toward your back hip until the elbow is level with your torso."
wger_1661,Cable Triceps Press,,,,,Arms,Triceps,,"A single arm exercise that starts with the hand close to the chest with with the elbows bent, and the elbow flared out. Press forward and down against the cable straightening the elbow."
wger_1662,Cable Tri Extension - Internal Rotation,,,,,Arms,Triceps,,"single arm exercise with cable held at opposite shoulder with elbow bent. Turn towards the cable, and the straighten the elbow across the body.&nbsp;"
wger_1307,Front Plank,,,,none (bodyweight exercise),Abs,Abs,Obliquus externus abdominis|Chest|Quads|Serratus anterior,"The plank is a bodyweight exercise. As a multi-functional movement, the plank not only targets your abdominal muscles but also the spine and hip. Plank strengthens and tightens your entire body, improves your posture and balance, reduces body fat, and can help boost your metabolism.
Exercises such as the “plank pose” help strengthen the stamina of stabilizing abdominal muscles. It can also help relieve back pain associated with a weakening of the function of the stabilizing muscles of the body.
Planks are a versatile exercise that targets many of the most important muscle groups in the body, so they can be applied by anyone to improve endurance and overall body strength."
wger_1665,Cable Tri Extension - External Rotation,,,,,Arms,Triceps,,"single arm exercise with cable held at opposite shoulder with elbow bent. Turn away from the cable, and the straighten the elbow across the body.&nbsp;"
wger_1666,Curl  - With Shoulder Elevated,,,,Dumbbell,Arms,Biceps,,Place elbow so that it is about level with the shoulder. Curl the wieght to your shoulder. Focus on the stretch in the&nbsp;eccentric part of the curl
wger_1312,Bodyweight Squat HD,,,,none (bodyweight exercise),Cardio,Quads,Calves|Glutes|Obliquus externus abdominis|Abs|Soleus,"Squat is a type of bodyweight exercise. It is one of the most popular exercises for strength and muscle growth. Squat is particularly effective for focusing on the muscles of the leg and hips.
Squat are an easy exercise for beginners to do. It can help strengthen leg muscles, tighten hip muscles and burn calories to lose weight.
It tightens the butt and legs. Squats are very effective for firming and strengthening your legs by acting on the gluteus,hip flexors, quadriceps, hamstrings and inner thigh muscles. Also, bodyweight squats can help shape your glutes and butt."
wger_1313,Lying Leg Raise,,,,none (bodyweight exercise),Abs,Abs,Obliquus externus abdominis,"Leg raise is one of the most effective exercises for the lower abdominal muscles. Although this exercise targets the rectus abdominus and oblique muscles, it is particularly useful for burning and tightening the lower fat."
wger_1314,Jumping Jack HD,,,,none (bodyweight exercise),Cardio,Quads,Glutes|Obliquus externus abdominis|Abs,"Jumping jack are a plyometric exercise. Plyometrics are explosive aerobic moves that increase speed, quickness, and power and they work your whole body.
Jumping jack target the arm, shoulder, abdominal muscles, hip muscles and hip flexors and also work on the thighs, knee tendons and quadriceps.
Jumps are beneficial to your health because they combine cardiovascular conditioning with strength work. Since jumps elevate your heart rate, they can also improve your cardiovascular fitness."
wger_1315,Bodyweight Squat HD,,,,none (bodyweight exercise),Legs,Glutes|Quads|Soleus,Calves|Obliquus externus abdominis|Abs,"Squat is a type of bodyweight exercise. It is one of the most popular exercises for strength and muscle growth. Squat is particularly effective for focusing on the muscles of the leg and hips. Squat are an easy exercise for beginners to do. It can help strengthen leg muscles, tighten hip muscles and burn calories to lose weight. It tightens the butt and legs. Squats are very effective for firming and strengthening your legs by acting on the gluteus,hip flexors, quadriceps, hamstrings and inner thigh muscles. Also, bodyweight squats can help shape your glutes and butt."
wger_1316,Jumping Jack HD,,,,none (bodyweight exercise),Cardio,Calves|Quads,Glutes|Obliquus externus abdominis|Abs,"Jumping jack are a plyometric exercise. Plyometrics are explosive aerobic moves that increase speed, quickness, and power and they work your whole body. Jumping jack target the arm, shoulder, abdominal muscles, hip muscles and hip flexors and also work on the thighs, knee tendons and quadriceps. Jumps are beneficial to your health because they combine cardiovascular conditioning with strength work. Since jumps elevate your heart rate, they can also improve your cardiovascular fitness."
wger_1317,Plank,,,,none (bodyweight exercise),Chest,Obliquus externus abdominis|Chest|Quads|Abs|Trapezius,Hamstrings|Calves|Lats,"A plank is an isometric core strength exercise that involves maintaining a position similar to a push-up for the maximum possible time. It can be effectively incorporated into general fitness regimens, high-performance athletic training programs, and even physical rehabilitation protocols."
wger_1318,High Knee Skips HD,,,,none (bodyweight exercise),Cardio,Obliquus externus abdominis|Abs,Biceps|Glutes|Quads|Triceps,"You can use this exercise both as a dynamic warm-up before training and add it to your cardio training routine to burn fat. High knee skips are a plyometric exercise. Plyometrics are explosive aerobic moves that increase speed, quickness, and power and they work your whole body. High knee skips target the oblique, leg muscles, hip muscles and hip flexors and also work on the thighs, knee tendons, quadriceps and shoulders. Jumps are beneficial to your health because they combine cardiovascular conditioning with strength work. Since jumps elevate your heart rate, they can also improve your cardiovascular fitness."
wger_1319,Crunches HD,,,,none (bodyweight exercise),Abs,Obliquus externus abdominis|Abs,,"Crunch movement is one of the most basic exercises designed to strengthen the core muscles of the body. Exercise helps to strengthen core muscles, improve posture, and increase muscle mobility and flexibility.
Improves six pack muscles: When crunch exercise is done, the rectus abdominus and oblique muscles are tightened, so the upper abdominal muscles and six pack muscles develop.
Increases the strength of the abdominal muscles: The primary role of your abdominal muscles is to stabilize your mid-section. It supports you while lifting heavy objects, allowing you to twist and rotate your body. These are all day long actions that you do not notice, so it is important that your abdominal muscles can sustain long hours of work. Crunch exercise helps build this important endurance in the abdominal muscles. Muscular endurance is the ability of these fibers to resist resistance for a long time."
wger_1320,Bench Dips On Floor HD,,,,none (bodyweight exercise),Arms,Biceps|Brachialis|Triceps,Shoulders|Chest|Soleus|Trapezius,"Triceps dips on floor are a compound exercise as they worked multiple muscle groups simultaneously. Although this bodyweight exercise mainly targets the triceps, it also hits your chest and front of your shoulder.
Triceps dips on floor are one of the most effective exercises to increase arm strength and also build lean muscle in your upper arms.
Triceps dips on floor are a closed kinetic chain exercise and express that you do the movements around a fixed point. It increases compression force on your joints thereby improving stability."
wger_1322,Kopfüber Gewichtaufheben,,,,Kettlebell,Abs,Abs,,"Diese Maschine neben Beinheben.
Kopf nach vorne, mit dem gesicht zum boden und das Gewicht aufheben"
wger_1324,Bodyweight lunge HD,,,,none (bodyweight exercise),Legs,Quads,Glutes|Soleus,"Bodyweight lunges are an effective calisthenic exercise for strengthening the lower body, improving balance and stability, and developing functional strength. They are a popular choice for bodyweight workouts, home workouts, and can also be included as part of a larger strength training routine."
wger_1325,Lateral Push Off,,,,none (bodyweight exercise),Legs,Calves,Hamstrings,Push off the ground and land on one leg and regain balance before jumping to the other leg
wger_1668,One Arm Overhead Cable Tricep Extension,,,,Resistance band,Arms,Triceps,,"Set the pulley at the bottom of the cable machine and grab onto it without using any attachments. Extend the cable directly overhead. While keeping your back straight and upper arm stationary, lower the cable behind your head until you feel a good stretch in your triceps, and then extend it back upward until your elbow is locked out."
wger_1669,Jumping Jacks,,,,none (bodyweight exercise),Cardio,Calves|Quads,Shoulders|Abs|Trapezius,A full-body exercise where you jump while spreading your legs and raising your arms overhead.
wger_1670,Leg Swings (Front–Back),,,,none (bodyweight exercise),Legs,Hamstrings,Glutes|Quads,"Stand tall next to a wall or stable support. Swing one leg forward and backward in a controlled motion, keeping the torso upright and the core engaged. Alternate legs after completing the repetitions."
wger_1672,Seated Hip Abduction,,,,none (bodyweight exercise),Legs,Glutes,,"Starting Position: Adjust the seat height so that your knees are aligned with the pivot point of the machine. Sit with your back flat against the backrest, maintaining good posture. Place the outside of your thighs against the machine's padded levers. Position your feet flat on the footrests or platform of the machine. Grasp the handles or sides of the seat for stability. Ensure your spine is neutral and your core is slightly engaged. Movement: Exhale as you slowly push your legs outward against the resistance pads. Focus on initiating the movement from your hips, not your knees. Continue opening your legs until you feel a strong contraction in your outer hips and thighs. Hold the fully abducted position briefly (1-2 seconds) to maximize muscle engagement. Inhale as you slowly control the return of your legs to the starting position, resisting the weight throughout the movement. Avoid allowing the weight stack to touch down between repetitions to maintain constant tension on the muscles. Repeat for the desired number of repetitions, maintaining control throughout the set."
wger_1673,Dumbbell Romanian Deadlifts,,,,Dumbbell,Legs,Quads,Glutes,"Stand with your feet shoulder-width apart and hold a dumbbell with both hands. With your eyes facing forward, lift the dumbbells and place them at pelvic level (At this time, do not bend your arm). With your back straight, bend your upper body and slowly lower the dumbbells to knee height. Lift the dumbbells in the reverse order and return back to position on step 2."
wger_1674,Dumbbell Floor Press,,,,Dumbbell,Chest,Chest,Shoulders|Triceps,"Sit on the floor holding a dumbbell in each hand, knees bent and feet flat. Roll back and plant your upper back and head on the floor; keep hips on the ground. Hold dumbbells at chest level with palms facing each other (neutral) or facing forward; elbows tucked at about 45–75° to the torso. Brace your core and press both dumbbells upward until arms are nearly extended but not locked. Pause briefly at the top, then lower the dumbbells under control until your upper arms contact the floor (or just above it) — this shortens the range of motion. Repeat for desired reps. Coaching notes: keep shoulders packed, avoid arching hips, use a spotter or lighter weight if needed. The floor press reduces shoulder stress and emphasizes lockout strength."
wger_1333,Forearm Curls (underhand grip),,,,Dumbbell,Arms,,,Muskulatur anspannen Kein Schwung holen Kontrollierte Bewegung Langsame Bewegung
wger_1675,Push-Ups,,,,none (bodyweight exercise),Chest,Chest,Shoulders|Abs|Serratus anterior|Triceps,"1. &nbsp;Hands shoulder-width on the floor, fingers forward; feet together or hip-width; body in a straight line from head to heels; engage core and glutes. 2. &nbsp;Inhale and bend elbows, keeping them at ~45° from the torso (or closer for triceps focus); lower chest toward the floor until elbows reach ~90° or chest nearly touches. 3. Briefly hold at the bottom with tension in chest and core. 4. Exhale and push through palms to extend elbows, returning to the starting plank position without locking elbows."
wger_1336,Triceps Overhead (Dumbbell),,,,Dumbbell,Arms,Triceps,,Ellbogen fixieren Muskulatur anspannen Kein Schwung holen Kontrollierte Bewegung Langsame Bewegung Immer angewinkelt lassen Nicht überdehnen
wger_1337,Shoulder Press (Dumbbell),,,,Dumbbell,Arms,Shoulders,,Muskulatur anspannen Kein Schwung holen Kontrollierte Bewegung Langsame Bewegung Immer angewinkelt lassen Nicht überdehnen
wger_1338,Schoulder Raise (Dumbbell),,,,Dumbbell,Shoulders,Shoulders,,Muskulatur anspannen Kein Schwung holen Kontrollierte Bewegung Langsame Bewegung Immer angewinkelt lassen Nicht überdehnen
wger_1676,Dumbbell Bench Press,,,,Dumbbell,Chest,Chest,Shoulders|Triceps,"Lie on a flat bench and press dumbbells upward until arms are fully extended, then lower them slowly."
wger_1679,Wall Angels,,,,,Shoulders,Trapezius,Shoulders,"The Wall Angels exercise primarily targets the upper back and shoulder muscles , helping improve posture , shoulder mobility , and scapular control ."
wger_1680,seated figure four,,,,Bench,Legs,Glutes,,Seat on&nbsp; a bench. Feet flat on the ground. Place your left ankle over your right knee. Your right knee stays flat. Keep your back straight. Gently push your left knee down.
wger_1683,Zottman curl,,,,Dumbbell,Arms,Biceps|Brachialis,,"With your palms facing forward, curl the weights up to your shoulders. Turn your hands so that that your palms downwards and slowly return the weights back down. Finally face your palms back forward."
wger_1348,Lower Back Extensions,,,,,Back,,,Muskulatur anspannen Hintern ein wenig anheben Kontrollierte Bewegung Langsame Bewegung Kein Schwung holen Oberkörper gerade halten
wger_1350,Lat Pull Down (close grip),,,,,Back,,,Muskulatur anspannen Kontrollierte Bewegung Langsame Bewegung Oberkörper aufrecht halten Zur Brust ziehen
wger_650,Thruster,,,,Barbell,Legs,Shoulders,Trapezius,"Start by doing a front squat At the top position, push the bar above your head (similar to a press) Lower the bar to the shoulders"
wger_1684,Dumbbell Thruster,,,,Dumbbell,Legs,Hamstrings|Glutes|Quads,Shoulders,Start with the dumbbells resting on your shoulders and squat down. Push into standing and raise the dumbbells into an overhead position. Bring the dumbbells back to your shoulders and repeat.
wger_1353,Dumbbell Hex Press,,,,Dumbbell,Chest,,,Muskulatur anspannen Füße Breitpositionieren Kontrollierte Bewegung Langsame Bewegung Gewichte zur unteren Brust/ Bauch führen
wger_1686,Glute Bridge Single-Arm Press,,,,Dumbbell,Arms,Chest,Shoulders|Biceps|Hamstrings|Glutes|Triceps,"With one dumbbell in hand, perform a glute bridge. Now hold the dumbbell above your chest, this is the rep starting position.&nbsp;Lower the dumbbell so that your elbow touches the floor or is roughly 45 degrees below your shoulder if using a bench. Push the dumbbell back into the starting position."
wger_1687,Bear crawl pull through,,,,Dumbbell,Abs,Shoulders|Glutes|Quads|Abs,Hamstrings|Calves|Trapezius,Place a dumbbell at around hip level and assume a bear crawl position. Push the knees off the floor and hold. With the opposite hand reach for the dumbbell and pull it to the other side. Place your hand back on the floor and repeat with your other hand.
wger_1360,Double Kettlebell Clean and Press,,,,Kettlebell,Arms,Shoulders|Biceps|Brachialis|Quads|Trapezius|Triceps,Hamstrings|Glutes|Lats|Abs,Full-body muscles building exercise.&nbsp;This exercise provides a huge range of benefits in terms of strength &amp; size and is extremely functional.&nbsp;
wger_1361,Double Kettlebell Front Squat,,,,Kettlebell,Legs,Glutes|Quads,Hamstrings|Calves|Abs,"The kettlebell front squat is a compound, multi-joint exercise that works several muscle groups."
wger_1389,Single Leg RDL,,,,none (bodyweight exercise),Legs,Hamstrings|Glutes,,"Stand with your feet hip-width apart, shift your weight onto one leg and slightly bend the other. Keep your back straight while hinging at your hips. Use your hamstring to pull yourself back up."
wger_1363,Blackroll,,,,,Back,,,Kontrollierte Bewegungen Langsame Bewegungen Kein Schwung holen
wger_1365,Calf Raise with machine (seated),,,,,Legs,,,slow and controlled movement do not bounce on lower position Kontrollierte Ausführung Kein Schwung holen Langsame Ausführung
wger_1366,Dumbbell Split Squat,,,,Dumbbell,Legs,,,Controlled execution No momentum Execute slowly
wger_1370,Dumbbell Deadlift,,,,Dumbbell,Legs,,,Kontrollierte Ausführung Kein Schwung holen Langsame Ausführung
wger_1372,Triceps Dips (Assisted),,,,,Arms,Triceps,Chest,Assisted triceps dips&nbsp;&nbsp;is a gym work out exercise that targets triceps and also involves chest.
wger_1373,box jumps,,,,none (bodyweight exercise),Cardio,Glutes,Calves,"Jump from a standing position onto the box, stretch your body, then step down again (do not jump)"
wger_1374,Rotary Torso Machine,,,,,Abs,Abs,,"- Slow and Steady
- Not too much weight"
wger_1378,Cable Lateral Raises (Single Arm),,,,,Shoulders,Shoulders,,The single arm cable lateral raise is a variation of the lateral raise and an exercise used to build the muscles of the shoulders. Position a cable at the lowest position possible and attach a single handle. Reach across your body and grab the handle with a neutral grip. Keep the elbow slightly bent and pull the handle across your body and raise laterally. Slowly lower the handle back to the starting position under control.
wger_1376,Recumbent Bike,,,,,Cardio,Hamstrings|Calves|Glutes|Quads,,"For this exercise Recumbent Bike is needed. You just sit on it, set level and time and start the workout"
wger_1377,TORSO TWIST,,,,none (bodyweight exercise),Abs,Abs,,"Standing Torso Twist WorkoutTarget your core and improve flexibility with this dynamic standing exercise! The Standing Torso Twist Workout involves twisting your torso while keeping your feet and hips stable, engaging your obliques, and stretching your entire upper body. This movement helps to:Strengthen core musclesIncrease flexibility in the spine and torsoImprove posture and balanceEnhance overall athletic performancePerform 3 sets of 10-15 reps, twisting to each side, to feel the benefits of this effective and efficient workout!"
wger_1321,Side Plank,,,,none (bodyweight exercise),Abs,Obliquus externus abdominis,Biceps|Triceps,"Side plank are an effective core strengthening workout. It can help you strengthen and develop both upper and lower body muscles.
Being a multi-functional movement, this exercise targets not only your abdominal muscles but also the spine and buttocks. Plank strengthens and tightens your entire body, improves your posture and balance, reduces body fat and can help speed up your metabolism."
wger_1380,Band pull-aparts,,,,,Back,,,"Hold the band with your arms extended in front of you at shoulder height. Keep your elbows slightly bent but fixed throughout the movement. Pull the band apart by spreading your arms until the band touches or comes close to your chest. Slowly bring your arms back to the starting position, controlling the tension on the band."
wger_1381,Upper Back,,,,,Back,Shoulders|Trapezius,Biceps|Lats,Upper Back is suitable for building up the core muscles with a special focus on the deltoid and rhomboid muscles and the upper back muscles
wger_1384,Pullover Machine,,,,,Back,Lats,Chest|Triceps,"Pullover machine, sitting, elbows on pads"
wger_1387,Hamstring Kicks,,,,none (bodyweight exercise),Legs,Hamstrings,Glutes,Stand with your feet hip-width apart and extend one arm in front of you. Swing that leg up in front of you and back down while keeping your leg as straight as possible and your toes pointed up.Repeat with the other leg.
wger_1388,Single Leg RDL,,,,none (bodyweight exercise),Legs,Hamstrings,Glutes,"Stand upright and hold weights in both hands if using loads. Brace your core and lift one leg off the ground. Keep your back straight, hinge at the hips while lowering your torso forward, ensuring you don’t rotate your hips. Lower until you feel a stretch in your standing leg's hamstring, then return to standing position. Repeat on both sides."
wger_1390,Toe Touch,,,,none (bodyweight exercise),Legs,Hamstrings|Glutes,Calves,"Stand with your feet closer together. Hinge at your hips and lower your upper body towards your toes. Reach your hands towards your feet, try to touch your toes, the ground, or as far down your legs as you can comfortably go."
wger_1391,Elephant Walks,,,,none (bodyweight exercise),Legs,Hamstrings,Calves,Hinge at your hips until you feel a stretch behind your knees. Bend one leg while the other is straight then fluidly bend the other knee while straightening the first knee.
wger_1392,Good Morning,,,,none (bodyweight exercise),Legs,Hamstrings,,Stand with your feet more than shoulder-width apart (wider stance) and place your hands on your hips. Hinge at your hips and lower your upper body towards the ground while keeping your back straight then come back up.
wger_1393,Single Leg Hamstring Stretch,,,,none (bodyweight exercise),Legs,Hamstrings,,"Sit on the ground with one leg straight out in front of you and the other leg bent in toward you. Reach forward with both hands, trying to touch the toes of your straight leg."
wger_1394,Sit & Reach,,,,Gym mat,Back,Hamstrings,,"Sit on the ground with your legs extended straight in front of you. Reach both hands forward, trying to reach past your toes or as far as you can go. Return to the starting position and repeat."
wger_1395,Crossbody Leg Swings,,,,none (bodyweight exercise),Legs,Hamstrings,,"Hold onto a wall or something near you for support. Swing one leg across the front of your body, then back and out to the side. Repeat while slowly increasing your range of motion."
wger_1396,Standing Pancake,,,,none (bodyweight exercise),Legs,Hamstrings,,"Stand and open your legs as wide as possible into a straddle position. Then bend at the hips, pushing them back while keeping your back straight."
